0.506,144.25
0.508,143.94
0.51,143.72
0.512,143.4
0.514,143.04
0.516,142.71
0.518,142.27
0.52,141.63
0.522,140.93
0.524,140.39
0.526,140.04
0.528,139.64
0.53,139.09
0.532,138.6
0.534,138.44
0.536,138.57
0.538,138.56
0.54,137.98
0.542,137.03
0.544,136.94
0.546,139.26
0.548,144.59
0.55,151.83
0.552,159.18
0.554,165.52
0.556,170.99
0.558,176.02
0.56,180.67
0.562,184.77
0.564,188.12
0.566,190.66
0.568,192.29
0.57,192.99
0.572,192.87
0.574,192.15
0.576,191.1
0.578,189.88
0.58,188.52
0.582,186.95
0.584,185.02
0.586,182.78
0.588,180.51
0.59,178.2
0.592,175.53
0.594,172.22
0.596,168.85
0.598,166.37
0.6,165.23
0.602,164.85
0.604,164.38
0.606,163.4
0.608,162.19
0.61,161.3
0.612,160.88
0.614,160.65
0.616,160.23
0.618,159.53
0.62,158.84
0.622,158.41
0.624,158.15
0.626,157.8
0.628,157.36
0.63,156.89
0.632,156.37
0.634,155.65
0.636,154.78
0.638,153.96
0.64,153.27
0.642,152.5
0.644,151.54
0.646,150.54
0.648,149.7
0.65,149.03
0.652,148.42
0.654,147.74
0.656,147.06
0.658,146.48
0.66,146.06
0.662,145.7
0.664,145.04
0.666,144.08
0.668,143.21
0.67,142.79
0.672,142.54
0.674,142.04
0.676,141.33
0.678,140.79
0.68,140.56
0.682,140.45
0.684,140.22
0.686,139.78
0.688,139.2
0.69,139.23
0.692,141.33
0.694,146.57
0.696,154.24
0.698,162.39
0.7,169.42
0.702,175.21
0.704,180.6
0.706,185.98
0.708,190.99
0.71,195.03
0.712,197.97
0.714,200.07
0.716,201.44
0.718,201.95
0.72,201.52
0.722,200.5
0.724,199.29
0.726,197.99
0.728,196.45
0.73,194.58
0.732,192.52
0.734,190.52
0.736,188.67
0.738,186.73
0.74,184.23
0.742,180.96
0.744,177.55
0.746,174.97
0.748,173.72
0.75,173.26
0.752,172.83
0.754,171.99
0.756,170.82
0.758,169.53
0.76,168.41
0.762,167.73
0.764,167.57
0.766,167.58
0.768,167.34
0.77,166.54
0.772,165.32
0.774,164.06
0.776,163.13
0.778,162.49
0.78,161.87
0.782,161.14
0.784,160.41
0.786,159.8
0.788,159.13
0.79,158.2
0.792,157.16
0.794,156.4
0.796,156.02
0.798,155.65
0.8,154.98
0.802,154.15
0.804,153.53
0.806,153.07
0.808,152.43
0.81,151.5
0.812,150.61
0.814,149.97
0.816,149.36
0.818,148.6
0.82,147.9
0.822,147.5
0.824,147.24
0.826,146.9
0.828,146.54
0.83,146.17
0.832,145.43
0.834,144.46
0.836,144.77
0.838,148.04
0.84,154.31
0.842,161.84
0.844,168.88
0.846,175.03
0.848,180.67
0.85,186
0.852,190.78
0.854,194.81
0.856,197.99
0.858,200.36
0.86,201.96
0.862,202.85
0.864,202.97
0.866,202.36
0.868,201.25
0.87,199.84
0.872,198.39
0.874,197.1
0.876,196
0.878,194.88
0.88,193.37
0.882,191.37
0.884,188.98
0.886,186.11
0.888,182.7
0.89,179.24
0.892,176.33
0.894,174.13
0.896,172.34
0.898,170.83
0.9,169.69
0.902,168.82
0.904,167.96
0.906,166.97
0.908,165.95
0.91,165
0.912,164.24
0.914,163.65
0.916,163.13
0.918,162.54
0.92,161.86
0.922,161.07
0.924,160.13
0.926,159.1
0.928,158.06
0.93,157.14
0.932,156.4
0.934,155.68
0.936,154.89
0.938,154.11
0.94,153.44
0.942,152.81
0.944,152.06
0.946,151.25
0.948,150.48
0.95,149.68
0.952,148.72
0.954,147.8
0.956,147.23
0.958,146.89
0.96,146.37
0.962,145.58
0.964,144.97
0.966,144.8
0.968,144.75
0.97,144.48
0.972,143.99
0.974,143.44
0.976,142.79
0.978,142.28
0.98,143.02
0.982,146.22
0.984,151.99
0.986,159.02
0.988,165.84
0.99,171.94
0.992,177.47
0.994,182.46
0.996,186.72
0.998,190.19
